lang	domain	intent	utterance
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'avís de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'avís de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatge de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'missatges de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificacions de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'notificació de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'so de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs l'sons de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avisos de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís d'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la avís de l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'a punt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'càrrega
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'engegada
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'estar apunt
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'estar llest
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'estar preparat
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge a l'inici
ca	ovos-skill-boot-finished.openvoiceos	enable_ready_notification.intent	no silenciïs la missatge d'a punt
