domain,intent,utterance
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war letzter Wochenende"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war vergangener Samstag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war vergangener Sonntag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war vergangener Wochenende"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war vorheriger Samstag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war vorheriger Sonntag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Datum war vorheriger Wochenende"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war letzter Samstag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war letzter Sonntag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war letzter Wochenende"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war vergangener Samstag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war vergangener Sonntag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war vergangener Wochenende"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war vorheriger Samstag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war vorheriger Sonntag"
ovos-skill-date-time.openvoiceos,"date.last.weekend.intent","welcher Tag war vorheriger Wochenende"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","ist dieses Jahr ein Schaltjahr"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","ist dieses Jahr ein Schaltjahr oder das nächste"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","ist dieses Jahr ein Schaltjahr oder nächstes"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","ist nächstes Jahr ein Schaltjahr"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","kannst du mir sagen, wann  nächste Schaltjahr ist"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","kannst du mir sagen, wann das nächste Schaltjahr ist"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","mir sagen, wann  nächste Schaltjahr ist"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","mir sagen, wann das nächste Schaltjahr ist"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann  findet  nächste Schaltjahr statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann  findet das nächste Schaltjahr statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann beginnt   nächste Schaltjahr statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann beginnt  das nächste Schaltjahr statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann findet 29. Feb. als nächstes statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist der nächste 29. Februar"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann findet 29. Feb. wieder statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist der nächste 29. Februar"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann findet 29. Februar als nächstes statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist der nächste 29. Februar"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann findet 29. Februar wieder statt"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist der nächste 29. Februar"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr mit  366 Tagen"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr mit  einem zusätzlichen Tag"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr mit  einem zusätzlichen Tag im Februar"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr mit 29. Februar"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das 366 Tage haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das 366 Tage hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das einen 29. Februar haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das einen 29. Februar hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das einen zusätzlichen Tag  haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das einen zusätzlichen Tag  hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das einen zusätzlichen Tag im Februar haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Jahr, das einen zusätzlichen Tag im Februar hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann ist das nächste Schaltjahr"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann werden wir wieder ein Schaltjahr haben"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann wird  nächste Schaltjahr sein"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","wann wird das nächste Schaltjahr sein"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das 366 Tage haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das 366 Tage hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das einen 29. Februar haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das einen 29. Februar hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das einen zusätzlichen Tag  haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das einen zusätzlichen Tag  hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das einen zusätzlichen Tag im Februar haben wird"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Jahr, das einen zusätzlichen Tag im Februar hat"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","was ist das nächste Schaltjahr"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","welches Datum ist das nächste Schaltjahr"
ovos-skill-date-time.openvoiceos,"next.leap.year.intent","welches Jahr ist das nächste Schaltjahr"
ovos-skill-days-in-history.openvoiceos,"births_in_history.intent","wer wurde heute in der Geschichte geboren"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dieser Tag in der Geschichte"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","dieses Datum in der Geschichte"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","heute in der Geschichte"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir  an diesem Datum  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir  an diesem Datum in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir  an diesem Tag  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir  an diesem Tag in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir  heute  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir  heute in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir historischen Ereignissen an diesem Datum  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir historischen Ereignissen an diesem Datum in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir historischen Ereignissen an diesem Tag  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir historischen Ereignissen an diesem Tag in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir historischen Ereignissen heute  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir historischen Ereignissen heute in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir von  am {date}  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir von  am {date} in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir von historischen Ereignissen am {date}  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","nenne mir von historischen Ereignissen am {date} in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  am {date}  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  am {date} in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  an diesem Datum  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  an diesem Datum in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  an diesem Tag  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  an diesem Tag in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  heute  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche  heute in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen am {date}  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen am {date} in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen an diesem Datum  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen an diesem Datum in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen an diesem Tag  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen an diesem Tag in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen heute  passiert sind"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","welche historischen Ereignissen heute in der Geschichte passiert sind"
ovos-skill-days-in-history.openvoiceos,"deaths_in_history.intent","wer ist heute in der Geschichte gestorben"
ovos-skill-ddg.openvoiceos,"fields.intent","was ist das Fachgebiet von {query}"
ovos-skill-ddg.openvoiceos,"children.intent","wie viele Kinder hat {query}"
ovos-skill-ddg.openvoiceos,"children.intent","wie viele Kinder hatte {query}"
ovos-skill-ddg.openvoiceos,"thesis.intent","was ist {query} Diplomarbeitsthema"
ovos-skill-ddg.openvoiceos,"birthdate.intent","wann ist der Geburtstag von {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","wann wurde {query} geboren"
ovos-skill-ddg.openvoiceos,"birthdate.intent","was ist das Geburtsdatum von {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","was ist das Geburtstag von {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","was ist der Geburtsdatum von {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","was ist der Geburtstag von {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","was ist {query} Geburtsdatum"
ovos-skill-ddg.openvoiceos,"born.intent","Geburtstag von {query}"
ovos-skill-ddg.openvoiceos,"born.intent","wann ist der Geburtstag von {query}"
ovos-skill-ddg.openvoiceos,"born.intent","wann wurde {query} geboren"
ovos-skill-ddg.openvoiceos,"who.intent","wer ist {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Frage duck duck go nach {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Frage duck duck nach {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Suche auf duck duck go nach {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Suche die Ente nach {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Suche duck duck nach {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Was sagt die Ente über {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","was sagt die Duck Duck Go über {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","was weiß  duck duck go über {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","was weiß D D G über {query}"
ovos-skill-ddg.openvoiceos,"education.intent","wo hat {query} ihre Ausbildung erhalten"
ovos-skill-ddg.openvoiceos,"education.intent","wo hat {query} ihre Ausbildung gemacht"
ovos-skill-ddg.openvoiceos,"education.intent","wo hat {query} seine Ausbildung erhalten"
ovos-skill-ddg.openvoiceos,"education.intent","wo hat {query} seine Ausbildung gemacht"
ovos-skill-ddg.openvoiceos,"education.intent","wo hat {query} studiert"
ovos-skill-ddg.openvoiceos,"died.intent","wann ist der Todestag von {query}"
ovos-skill-ddg.openvoiceos,"died.intent","wann ist {query} gestorben"
ovos-skill-ddg.openvoiceos,"died.intent","{query}s Todestag"
ovos-skill-ddg.openvoiceos,"resting_place.intent","Wo ist das Grab von {query}"
ovos-skill-ddg.openvoiceos,"resting_place.intent","wo ist {query} begraben"
ovos-skill-ddg.openvoiceos,"alma_mater.intent","was ist die Universität von {query}"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","wie alt war {query} als er starb"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","wie alt war {query} als sie starb"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","wie alt war {query} an dem Tag als er starb"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","wie alt war {query} an dem Tag als sie starb"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","wie alt war {query} bei seinem Tod"
ovos-skill-ddg.openvoiceos,"official_website.intent","was ist die offizielle Website von {query}"
ovos-skill-ddg.openvoiceos,"known_for.intent","wofür ist {query} bekannt"
ovos-skill-ddg.openvoiceos,"known_for.intent","wofür ist {query} berühmt"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","Speicherdiagnose"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","Wie viel Speicher ist verfügbar?"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","aktuelle Speichernutzung"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","nenne mir deinen Speicherstatus"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","wie hoch ist deine Speichernutzung"
ovos-skill-diagnostics.openvoiceos,"query_memory_usage.intent","wie viel RAM verwendest du"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","Befindet sich in Deinem System eine GPU?"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","Befindet sich in Deinem System eine Grafikkarte?"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","Hat Ihr System eine GPU"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","Hat Ihr System eine Grafikkarte"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","hast du eine  GPU"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","hast du eine  Grafikkarte"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","verwendest du eine GPU"
ovos-skill-diagnostics.openvoiceos,"query_gpu.intent","verwendest du eine Grafikkarte"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","Sag mir meinen Standort"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","Was ist mein aktueller Standort?"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","wie ist mein Standort"
ovos-skill-diagnostics.openvoiceos,"query_user_location.intent","wo bin ich"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","Sag mir deine Kernel-Version"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","Was ist Deine Kernel-Version?"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","welche Kernel-Version verwendest Du"
ovos-skill-diagnostics.openvoiceos,"query_kernel_version.intent","welchen Kernel hast du"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","Hast Du zusätzliche Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","Nenne mir Deine weiteren Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","Nenne mir Deine zusätzlichen Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","Was sind Deine zusätzlichen Sprachen?"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","welche anderen Sprachen hast du"
ovos-skill-diagnostics.openvoiceos,"query_extra_langs.intent","welche zusätzlichen Sprachen verwendest Du"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","welche Sprache sprechen wir"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","welche Sprache verwenden wir"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","welche Sprache spreche ich"
ovos-skill-diagnostics.openvoiceos,"query_user_lang.intent","welche Sprache verwende ich"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Liste  Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Liste Deine Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Liste unterstützten Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Liste verfügbaren Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Verfügbare Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Was sind Deine Systemsprachen?"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","Welche Sprachen sind verfügbar"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","nenne mir alle deine Sprachen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","welche Sprachen kannst du sprechen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","welche Sprachen kannst du verstehen"
ovos-skill-diagnostics.openvoiceos,"query_langs.intent","welche Sprachen verwendest du"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","CPU Diagnose"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","Sag mir deine CPU-Auslastung"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","aktuelle CPU-Auslastung"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","wie hoch ist Deine CPU-Auslastung"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","wie hoch ist die CPU-Auslastung"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","wie viel CPU verwendest Du"
ovos-skill-diagnostics.openvoiceos,"query_cpu_usage.intent","wie viel Prozessor wird verwendet"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","Sag mir deinen Standort"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","Was ist Dein aktueller Standort"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","Wie ist Deine Lokation"
ovos-skill-diagnostics.openvoiceos,"query_ovos_location.intent","Wo bist du"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","Nenne mir Deine Hauptsprache"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","Was ist Deine Hauptsprache?"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","Was ist Deine Muttersprache?"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","Was ist Deine Systemsprache"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","Welche Sprache ist Deine Standardsprache?"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","auf welche Sprache bist du eingestellt"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","sag mir deine Sprache"
ovos-skill-diagnostics.openvoiceos,"query_primary_lang.intent","welche Sprache verwendest du"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Abbruch der Aufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Diktat"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Notizen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Notizen machen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Notizenaufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Textaufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Transkript"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende Transkription"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende das Diktat"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende die Notizenaufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Beende die Textaufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Breche Aufzeichnung ab"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Breche Diktat ab"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Breche Textaufzeichnung ab"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Breche Transkription ab"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Breche das Diktat ab"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Deaktivere Aufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Deaktiviere Texttranskription"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktat abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktat beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktat stoppen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktatfunktion deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktatmodus deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktierfunktion deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Diktiermodus deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Ende der Transkription"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Hör auf Notizen zu machen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Höre auf Notizen zu machen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Kannst du die Aufzeichnung abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns Notizen machen beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns Notizen machen stoppen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns das Diktat abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns das Diktat beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns das Diktat deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns das Notizen machen abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns das Notizen machen beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns den Diktiermodus deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns die Textaufzeichnung abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns die Textaufzeichnung beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns die Textaufzeichnung stoppen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lass uns die Texttranskription deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lasst uns das Diktat stoppen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lasst uns die Texttranskription deaktivieren"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lasst uns die Transkription abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lasst uns die Transkription beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Lasst uns die Transkription stoppen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Notizen machen abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Notizen machen beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Stoppe Diktat"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Stoppe Notizen zu machen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Stoppe Textaufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Stoppe Transkription"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Stoppe das Diktat"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Stoppe die Textaufzeichnung"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Textaufzeichnung abbrechen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Textaufzeichnung beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Transskription beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Verschriftlichung beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","kannst du die Transkription stoppen"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","lass uns das Diktat beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","lass uns die Aufnahme beenden"
ovos-skill-dictation.openvoiceos,"stop_dictation.intent","Übersetzung beenden"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Aktiviere Text-to-Speech-Modus"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Aktiviere Textaufzeichnung"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Aktiviere die Texttranskription"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Aufzeichnen von Notizen mit dem Namen {name} beginnen"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Aufzeichnen von Notizen mit dem Namen {name} starten"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Diktat"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Diktat mit Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Diktat mit dem {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Erfassung von Text mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Notizaufzeichnung"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Notizaufzeichnung als {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Notizaufzeichnung bitte"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Notizaufzeichnung jetzt"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Notizaufzeichnung mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Notizen zu machen mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Textaufzeichnung"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Textaufzeichnung mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne Texttranskription"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne bitte Notizaufzeichnung mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne das Diktat mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne den Text zu speichern"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne diktieren"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne ein Diktat"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne jetzt Notizaufzeichnung mit dem Namen {name}"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne jetzt mit der Notizaufzeichnung bitte"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne jetzt mit der Notizaufzeichnung mit dem Namen {name} bitte"
ovos-skill-dictation.openvoiceos,"start_dictation.intent","Beginne mit dem Aufzeichnen von Notizen mit dem Namen {name}"
